Rok,RID VS,RID,přihlášek,"""živých"" přihlášek",přihlášených,"""živých"" přihlášených",přijetí,přijatých,zápisů,zapsaných,Výběrovost,Neúspěšných studií,Cekový počet studií,Procento neuspechu,Absolventi součet,Absolventi procento,forma,fakulta,jméno VŠ
2008,31000,31160,1010,712,1007,709,488,486,303,301,57.44%,196,320,61.25%,124,38.75%,veřejná,Fakulta managementu v Jindřichůvě Hradci,Vysoká škola ekonomická v Praze
2009,31000,31110,2043,1747,2042,1746,860,860,551,551,68.46%,277,719,38.53%,442,61.47%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2009,31000,31120,2420,1982,2420,1982,919,919,730,730,63.17%,227,952,23.84%,725,76.16%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2009,31000,31130,3346,2415,3257,2357,793,788,493,493,79.59%,209,674,31.01%,465,68.99%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2009,31000,31140,1812,1466,1708,1401,1027,1020,882,881,39.84%,708,1085,65.25%,377,34.75%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2009,31000,31150,3001,3001,2999,2999,659,659,659,659,78.04%,419,685,61.17%,265,38.69%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2009,31000,31160,864,536,864,536,416,416,281,281,47.57%,189,310,60.97%,121,39.03%,veřejná,Fakulta managementu v Jindřichůvě Hradci,Vysoká škola ekonomická v Praze
2010,31000,31110,2049,1721,2049,1721,834,834,834,834,51.54%,255,735,34.69%,480,65.31%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2010,31000,31120,2329,1776,2328,1776,1011,1011,801,801,54.90%,274,995,27.54%,721,72.46%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2010,31000,31130,3205,2590,3117,2522,816,810,492,492,81.00%,170,619,27.46%,449,72.54%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2010,31000,31140,1827,1450,1719,1396,991,985,919,918,36.62%,746,1127,66.19%,381,33.81%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2010,31000,31150,3094,3094,3093,3093,732,732,732,732,76.34%,483,767,62.97%,284,37.03%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2010,31000,31160,1018,736,1012,732,574,571,316,316,57.07%,173,309,55.99%,136,44.01%,veřejná,Fakulta managementu v Jindřichůvě Hradci,Vysoká škola ekonomická v Praze
2011,31000,31110,2094,1774,2094,1774,529,529,520,520,70.69%,275,695,39.57%,420,60.43%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2011,31000,31120,2468,1851,2467,1850,977,977,795,795,57.05%,309,977,31.63%,668,68.37%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2011,31000,31130,3314,2481,3223,2412,735,732,483,483,80.53%,186,634,29.34%,448,70.66%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2011,31000,31140,2021,1597,1870,1476,849,847,785,785,50.85%,602,977,61.62%,375,38.38%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2011,31000,31150,2505,2505,2471,2471,811,810,811,810,67.62%,563,843,66.79%,280,33.21%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2011,31000,31160,932,701,918,688,596,587,316,316,54.92%,174,297,58.59%,123,41.41%,veřejná,Fakulta managementu v Jindřichůvě Hradci,Vysoká škola ekonomická v Praze
2012,31000,31110,1961,1715,1961,1715,386,386,366,366,78.66%,260,652,39.88%,392,60.12%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2012,31000,31120,2296,1864,2296,1864,880,880,737,737,60.46%,291,905,32.15%,613,67.73%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2012,31000,31130,3049,2346,2973,2284,669,663,415,415,82.31%,231,626,36.90%,393,62.78%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2012,31000,31140,1948,1504,1830,1425,859,859,774,774,48.54%,583,971,60.04%,388,39.96%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2012,31000,31150,2067,2067,2041,2041,616,616,616,616,70.20%,404,673,60.03%,269,39.97%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2012,31000,31160,827,696,815,686,558,552,287,287,58.76%,174,317,54.89%,142,44.79%,veřejná,Fakulta managementu v Jindřichůvě Hradci,Vysoká škola ekonomická v Praze
2013,31000,31110,1736,1487,1736,1487,423,423,412,412,72.29%,237,613,38.66%,376,61.34%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2013,31000,31120,2084,1643,2077,1641,739,739,620,620,62.26%,270,829,32.57%,558,67.31%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2013,31000,31130,2440,1931,2394,1890,619,614,449,449,76.75%,207,600,34.50%,391,65.17%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2013,31000,31140,1843,1476,1710,1382,734,734,633,633,57.11%,483,829,58.26%,346,41.74%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2013,31000,31150,1652,1154,1629,1141,619,619,618,618,46.45%,433,669,64.72%,236,35.28%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2013,31000,31160,731,588,723,581,500,494,261,261,55.61%,173,284,60.92%,110,38.73%,veřejná,Fakulta managementu v Jindřichůvě Hradci,Vysoká škola ekonomická v Praze
2014,31000,31110,1365,1100,1364,1099,340,339,335,334,69.55%,223,546,40.84%,322,58.97%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2014,31000,31120,1896,1462,1889,1460,675,674,533,533,63.54%,234,726,32.23%,491,67.63%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2014,31000,31130,1800,1279,1771,1257,633,630,451,451,64.74%,246,658,37.39%,412,62.61%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2014,31000,31140,1429,1085,1330,1019,535,530,527,523,51.43%,413,678,60.91%,265,39.09%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2014,31000,31150,1393,1393,1362,1362,529,529,529,529,62.02%,416,569,73.11%,153,26.89%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2014,31000,31160,635,501,623,490,458,450,245,245,51.10%,189,282,67.02%,90,31.91%,veřejná,Fakulta managementu v Jindřichůvě Hradci,Vysoká škola ekonomická v Praze
2015,31000,31110,1140,979,1138,978,363,363,360,360,63.23%,239,527,45.35%,287,54.46%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2015,31000,31120,1662,1255,1653,1250,605,602,499,499,60.24%,238,675,35.26%,435,64.44%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2015,31000,31130,1842,1470,1794,1436,472,470,310,310,78.91%,213,508,41.93%,294,57.87%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2015,31000,31140,1273,986,1216,945,618,613,553,550,43.91%,487,759,64.16%,271,35.70%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2015,31000,31150,1428,1428,1395,1395,549,548,545,545,61.83%,416,593,70.15%,177,29.85%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2015,31000,31160,529,419,522,413,364,360,196,196,53.22%,135,224,60.27%,86,38.39%,veřejná,Fakulta managementu v Jindřichůvě Hradci,Vysoká škola ekonomická v Praze
2016,31000,31110,1083,863,1081,862,375,374,371,370,57.01%,224,493,45.44%,268,54.36%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2016,31000,31120,1428,1057,1414,1049,614,608,508,503,51.94%,262,673,38.93%,400,59.44%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2016,31000,31130,1689,1394,1637,1358,573,566,380,380,72.74%,230,543,42.36%,307,56.54%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2016,31000,31140,1139,904,1069,856,489,487,488,486,46.02%,393,658,59.73%,257,39.06%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2016,31000,31150,1172,1172,1148,1148,497,497,496,496,57.68%,384,543,70.72%,156,28.73%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2016,31000,31160,380,305,378,303,258,257,141,141,53.77%,99,166,59.64%,64,38.55%,veřejná,Fakulta managementu v Jindřichůvě Hradci,Vysoká škola ekonomická v Praze
2017,31000,31110,984,835,983,834,414,414,406,406,51.38%,228,519,43.93%,290,55.88%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2017,31000,31120,1249,977,1244,976,597,596,486,485,50.26%,224,620,36.13%,381,61.45%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2017,31000,31130,1552,1268,1511,1243,545,542,394,394,68.93%,211,551,38.29%,329,59.71%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2017,31000,31140,1095,855,1045,832,496,496,496,496,41.99%,357,629,56.76%,265,42.13%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2017,31000,31150,1112,1112,1080,1080,449,449,449,449,59.62%,344,507,67.85%,155,30.57%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2017,31000,31160,342,298,340,296,266,264,146,146,51.01%,88,166,53.01%,70,42.17%,veřejná,Fakulta managementu v Jindř. Hradci,Vysoká škola ekonomická v Praze
2018,31000,31110,914,736,914,736,403,403,392,392,46.74%,222,516,43.02%,280,54.26%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2018,31000,31120,1160,893,1148,889,572,571,464,464,48.04%,239,620,38.55%,354,57.10%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2018,31000,31130,1541,1166,1511,1147,633,628,481,480,58.75%,246,703,34.99%,401,57.04%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2018,31000,31140,1111,867,1044,829,497,497,497,497,42.68%,336,644,52.17%,269,41.77%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2018,31000,31150,888,888,860,860,382,380,381,379,57.09%,288,449,64.14%,129,28.73%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2018,31000,31160,278,226,276,224,216,215,128,128,43.36%,80,146,54.79%,46,31.51%,veřejná,Fakulta managementu v Jindř. Hradci,Vysoká škola ekonomická v Praze
2019,31000,31110,877,681,868,672,466,458,442,434,35.10%,255,588,43.37%,229,38.95%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2019,31000,31120,1207,933,1194,925,644,640,545,542,41.59%,262,775,33.81%,292,37.68%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2019,31000,31130,1647,1278,1602,1244,671,663,537,534,57.98%,242,818,29.58%,325,39.73%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2019,31000,31140,1534,1251,1431,1189,553,551,553,551,55.80%,330,721,45.77%,198,27.46%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2019,31000,31150,848,848,810,810,413,407,410,404,51.65%,310,491,63.14%,74,15.07%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2019,31000,31160,284,246,282,245,237,236,115,115,53.25%,58,137,42.34%,22,16.06%,veřejná,Fakulta managementu v Jindř. Hradci,Vysoká škola ekonomická v Praze
2020,31000,31110,956,803,954,802,479,478,434,433,45.95%,232,561,41.35%,2,0.36%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2020,31000,31120,1156,928,1145,922,644,641,537,536,42.13%,241,794,30.35%,4,0.50%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2020,31000,31130,1602,1230,1568,1202,450,444,410,410,66.67%,179,674,26.56%,6,0.89%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2020,31000,31140,1160,922,1147,916,512,507,437,432,52.60%,268,663,40.42%,2,0.30%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2020,31000,31150,805,805,773,773,399,395,388,384,51.80%,249,482,51.66%,5,1.04%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2020,31000,31160,283,261,281,259,261,259,134,134,48.66%,68,167,40.72%,0,0.00%,veřejná,Fakulta managementu v Jindř. Hradci,Vysoká škola ekonomická v Praze
2021,31000,31110,1199,1039,1192,1032,520,514,470,470,54.76%,191,620,30.81%,4,0.65%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2021,31000,31120,1383,1206,1364,1194,891,884,586,586,51.41%,204,822,24.82%,1,0.12%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2021,31000,31130,1800,1418,1734,1366,495,491,447,447,68.48%,168,662,25.38%,0,0.00%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2021,31000,31140,1320,1071,1287,1051,471,470,445,445,58.45%,188,697,26.97%,0,0.00%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2021,31000,31150,814,811,780,778,468,465,391,391,51.79%,211,461,45.77%,3,0.65%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2021,31000,31160,343,311,340,308,304,301,144,144,53.70%,66,203,32.51%,0,0.00%,veřejná,Fakulta managementu v Jindř. Hradci,Vysoká škola ekonomická v Praze
2022,31000,31110,1175,1032,1175,1032,580,580,551,551,46.61%,15,711,2.11%,0,0.00%,veřejná,Fakulta financí a účetnictví,Vysoká škola ekonomická v Praze
2022,31000,31120,1390,1209,1380,1205,839,837,527,527,56.41%,32,783,4.09%,0,0.00%,veřejná,Fakulta mezinárodních vztahů,Vysoká škola ekonomická v Praze
2022,31000,31130,1897,1470,1838,1423,519,517,436,436,70.34%,22,739,2.98%,0,0.00%,veřejná,Fakulta podnikohospodářská,Vysoká škola ekonomická v Praze
2022,31000,31140,1245,980,1237,973,504,504,485,485,50.51%,22,587,3.75%,0,0.00%,veřejná,Fakulta informatiky a statistiky,Vysoká škola ekonomická v Praze
2022,31000,31150,932,928,885,883,468,462,389,388,58.08%,16,473,3.38%,0,0.00%,veřejná,Národohospodářská fakulta,Vysoká škola ekonomická v Praze
2022,31000,31160,484,484,468,468,394,381,188,188,61.16%,10,218,4.59%,0,0.00%,veřejná,Fakulta managementu v Jindř. Hradci,Vysoká škola ekonomická v Praze
2003,17000,17110,887,746,829,702,275,266,205,205,72.52%,50,294,17.01%,244,82.99%,veřejná,Fakulta zdravotnických studií,Ostravská univerzita
2003,17000,17250,1193,967,1158,943,309,308,226,226,76.63%,106,243,43.62%,137,56.38%,veřejná,Filozofická fakulta,Ostravská univerzita
2003,17000,17310,1450,1178,1416,1153,681,674,418,417,64.52%,200,442,45.25%,242,54.75%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2003,17000,17450,1937,1753,1898,1725,430,429,402,402,77.07%,89,406,21.92%,317,78.08%,veřejná,Pedagogická fakulta,Ostravská univerzita
2004,17000,17110,969,857,853,762,302,286,235,235,72.58%,51,248,20.56%,197,79.44%,veřejná,Fakulta zdravotnických studií,Ostravská univerzita
2004,17000,17250,1610,1352,1530,1301,531,519,357,357,73.59%,153,393,38.93%,240,61.07%,veřejná,Filozofická fakulta,Ostravská univerzita
2004,17000,17310,2063,1830,1853,1653,890,845,465,464,74.59%,223,513,43.47%,290,56.53%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2004,17000,17450,2618,2353,2561,2304,508,508,475,475,79.81%,87,479,18.16%,392,81.84%,veřejná,Pedagogická fakulta,Ostravská univerzita
2005,17000,17110,1174,1075,1004,910,302,272,212,211,80.28%,70,219,31.96%,149,68.04%,veřejná,Fakulta zdravotnických studií,Ostravská univerzita
2005,17000,17250,2176,1951,2025,1822,684,665,428,426,78.06%,199,458,43.45%,259,56.55%,veřejná,Filozofická fakulta,Ostravská univerzita
2005,17000,17310,1724,1595,1546,1420,511,504,453,450,71.60%,237,471,50.32%,234,49.68%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2005,17000,17450,3013,1896,2910,1845,706,700,647,646,65.88%,286,647,44.20%,361,55.80%,veřejná,Pedagogická fakulta,Ostravská univerzita
2006,17000,17110,1201,1075,971,873,371,346,281,280,73.86%,103,286,36.01%,183,63.99%,veřejná,Fakulta zdravotnických studií,Ostravská univerzita
2006,17000,17250,3122,2774,2663,2386,1133,1049,694,688,74.98%,329,722,45.57%,393,54.43%,veřejná,Filozofická fakulta,Ostravská univerzita
2006,17000,17310,1920,1707,1694,1495,599,578,556,548,67.43%,320,570,56.14%,250,43.86%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2006,17000,17450,3367,3173,3169,2992,688,677,456,454,85.63%,132,731,18.06%,599,81.94%,veřejná,Pedagogická fakulta,Ostravská univerzita
2007,17000,17110,1383,1269,1196,1095,475,428,362,362,71.47%,118,442,26.70%,324,73.30%,veřejná,Fakulta zdravotnických studií,Ostravská univerzita
2007,17000,17250,3716,3156,3230,2747,1180,1071,758,751,75.98%,360,775,46.45%,415,53.55%,veřejná,Filozofická fakulta,Ostravská univerzita
2007,17000,17310,2052,1968,1708,1627,703,670,631,620,67.94%,388,647,59.97%,259,40.03%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2007,17000,17450,4356,4058,3758,3488,1362,1271,988,980,75.65%,357,1159,30.80%,802,69.20%,veřejná,Pedagogická fakulta,Ostravská univerzita
2007,17000,17500,320,260,311,251,88,88,83,83,68.08%,22,181,12.15%,159,87.85%,veřejná,Fakulta umění,Ostravská univerzita
2008,17000,17110,1707,1583,1428,1308,570,522,417,416,73.66%,139,467,29.76%,328,70.24%,veřejná,Fakulta zdravotnických studií,Ostravská univerzita
2008,17000,17200,935,750,927,743,98,98,85,85,88.67%,14,86,16.28%,72,83.72%,veřejná,Fakulta sociálních studií,Ostravská univerzita
2008,17000,17250,3394,2884,2933,2514,651,622,586,568,79.68%,295,603,48.92%,308,51.08%,veřejná,Filozofická fakulta,Ostravská univerzita
2008,17000,17310,1663,1550,1371,1264,622,587,553,549,64.32%,355,578,61.42%,223,38.58%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2008,17000,17450,3410,3410,3032,3032,949,872,720,714,78.89%,215,735,29.25%,520,70.75%,veřejná,Pedagogická fakulta,Ostravská univerzita
2008,17000,17500,323,277,301,258,102,102,100,100,63.90%,33,114,28.95%,81,71.05%,veřejná,Fakulta umění,Ostravská univerzita
2009,17000,17110,1514,1406,1245,1140,337,310,257,257,81.72%,75,260,28.85%,185,71.15%,veřejná,Fakulta zdravotnických studií,Ostravská univerzita
2009,17000,17200,1105,1002,1095,994,237,237,181,181,81.94%,50,183,27.32%,133,72.68%,veřejná,Fakulta sociálních studií,Ostravská univerzita
2009,17000,17250,3131,2583,2609,2173,920,911,906,897,64.92%,539,940,57.34%,401,42.66%,veřejná,Filozofická fakulta,Ostravská univerzita
2009,17000,17310,1566,1446,1300,1183,625,606,579,573,59.96%,443,703,63.02%,260,36.98%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2009,17000,17450,3186,3186,2707,2707,999,919,736,730,76.90%,224,775,28.90%,551,71.10%,veřejná,Pedagogická fakulta,Ostravská univerzita
2009,17000,17500,317,280,303,269,111,111,107,107,61.79%,32,112,28.57%,80,71.43%,veřejná,Fakulta umění,Ostravská univerzita
2010,17000,17110,1466,1338,1176,1061,452,396,367,349,72.57%,107,400,26.75%,293,73.25%,veřejná,Lékařská fakulta,Ostravská univerzita
2010,17000,17200,1191,1024,1180,1017,196,196,189,189,81.54%,53,191,27.75%,138,72.25%,veřejná,Fakulta sociálních studií,Ostravská univerzita
2010,17000,17250,3598,3011,2991,2502,837,821,827,811,72.53%,504,869,58.00%,365,42.00%,veřejná,Filozofická fakulta,Ostravská univerzita
2010,17000,17310,2006,1909,1725,1648,875,856,846,838,55.68%,575,882,65.19%,307,34.81%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2010,17000,17450,3767,3767,3048,3048,1172,1045,970,954,74.25%,404,995,40.60%,591,59.40%,veřejná,Pedagogická fakulta,Ostravská univerzita
2010,17000,17500,315,277,294,257,97,97,93,93,66.43%,28,110,25.45%,82,74.55%,veřejná,Fakulta umění,Ostravská univerzita
2011,17000,17110,1814,1532,1524,1267,429,400,374,374,75.59%,121,446,27.13%,325,72.87%,veřejná,Lékařská fakulta,Ostravská univerzita
2011,17000,17200,1488,1382,1444,1344,228,228,223,223,83.86%,59,225,26.22%,166,73.78%,veřejná,Fakulta sociálních studií,Ostravská univerzita
2011,17000,17250,3511,2951,2863,2421,840,826,835,821,71.70%,475,865,54.91%,390,45.09%,veřejná,Filozofická fakulta,Ostravská univerzita
2011,17000,17310,1902,1656,1641,1434,827,814,800,789,51.69%,548,828,66.18%,280,33.82%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2011,17000,17450,4586,4585,3872,3872,961,946,948,934,79.32%,424,955,44.40%,531,55.60%,veřejná,Pedagogická fakulta,Ostravská univerzita
2011,17000,17500,310,259,294,243,90,90,80,80,69.11%,31,106,29.25%,75,70.75%,veřejná,Fakulta umění,Ostravská univerzita
2012,17000,17110,1705,1477,1452,1239,365,363,336,336,77.25%,115,420,27.38%,305,72.62%,veřejná,Lékařská fakulta,Ostravská univerzita
2012,17000,17200,1011,966,972,929,186,186,185,185,80.85%,66,185,35.68%,119,64.32%,veřejná,Fakulta sociálních studií,Ostravská univerzita
2012,17000,17250,3290,2745,2689,2240,763,739,755,735,72.50%,451,779,57.89%,328,42.11%,veřejná,Filozofická fakulta,Ostravská univerzita
2012,17000,17310,1815,1517,1538,1282,670,656,649,638,57.22%,459,675,68.00%,215,31.85%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2012,17000,17450,4281,4281,3574,3574,1206,1083,843,836,80.31%,407,854,47.66%,446,52.22%,veřejná,Pedagogická fakulta,Ostravská univerzita
2012,17000,17500,295,249,277,232,76,76,75,75,69.88%,28,95,29.47%,67,70.53%,veřejná,Fakulta umění,Ostravská univerzita
2013,17000,17110,1520,1239,1266,1005,336,327,308,308,75.14%,132,314,42.04%,182,57.96%,veřejná,Lékařská fakulta,Ostravská univerzita
2013,17000,17200,1091,1047,998,956,175,173,172,170,83.57%,76,173,43.93%,97,56.07%,veřejná,Fakulta sociálních studií,Ostravská univerzita
2013,17000,17250,2799,2343,2341,1945,691,685,691,685,70.51%,430,720,59.72%,290,40.28%,veřejná,Filozofická fakulta,Ostravská univerzita
2013,17000,17310,1540,1365,1314,1178,662,655,645,641,52.75%,469,683,68.67%,214,31.33%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2013,17000,17450,3949,3949,3290,3290,878,868,877,867,77.79%,393,884,44.46%,489,55.32%,veřejná,Pedagogická fakulta,Ostravská univerzita
2013,17000,17500,265,222,253,212,94,94,88,88,60.36%,34,103,33.01%,69,66.99%,veřejná,Fakulta umění,Ostravská univerzita
2014,17000,17110,1492,1282,1229,1044,318,307,292,292,77.22%,142,402,35.32%,259,64.43%,veřejná,Lékařská fakulta,Ostravská univerzita
2014,17000,17200,766,731,705,673,149,149,142,142,80.57%,61,142,42.96%,81,57.04%,veřejná,Fakulta sociálních studií,Ostravská univerzita
2014,17000,17250,2236,1855,1842,1530,872,747,617,611,66.74%,359,640,56.09%,281,43.91%,veřejná,Filozofická fakulta,Ostravská univerzita
2014,17000,17310,1521,1324,1249,1091,596,588,582,577,56.04%,431,611,70.54%,180,29.46%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2014,17000,17450,3904,3499,3191,2815,904,874,851,843,75.68%,374,857,43.64%,482,56.24%,veřejná,Pedagogická fakulta,Ostravská univerzita
2014,17000,17500,240,215,226,202,87,87,85,85,60.47%,26,106,24.53%,80,75.47%,veřejná,Fakulta umění,Ostravská univerzita
2015,17000,17110,1414,1156,1212,976,269,264,248,248,78.55%,103,290,35.52%,187,64.48%,veřejná,Lékařská fakulta,Ostravská univerzita
2015,17000,17200,449,432,405,391,133,133,131,131,69.68%,57,131,43.51%,74,56.49%,veřejná,Fakulta sociálních studií,Ostravská univerzita
2015,17000,17250,2379,2082,1927,1705,970,817,656,655,68.49%,396,681,58.15%,285,41.85%,veřejná,Filozofická fakulta,Ostravská univerzita
2015,17000,17310,1225,1097,1033,929,533,523,522,514,52.42%,369,542,68.08%,172,31.73%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2015,17000,17450,3395,3060,2800,2492,696,687,696,687,77.25%,292,701,41.65%,403,57.49%,veřejná,Pedagogická fakulta,Ostravská univerzita
2015,17000,17500,306,270,278,245,89,89,83,83,69.26%,32,104,30.77%,71,68.27%,veřejná,Fakulta umění,Ostravská univerzita
2016,17000,17110,1601,1325,1285,1030,300,288,273,270,79.40%,135,356,37.92%,220,61.80%,veřejná,Lékařská fakulta,Ostravská univerzita
2016,17000,17200,597,543,567,516,151,151,146,146,73.11%,62,147,42.18%,85,57.82%,veřejná,Fakulta sociálních studií,Ostravská univerzita
2016,17000,17250,2051,1755,1704,1472,772,660,602,599,65.70%,394,634,62.15%,240,37.85%,veřejná,Filozofická fakulta,Ostravská univerzita
2016,17000,17310,1220,1108,1051,959,552,539,529,524,52.26%,396,556,71.22%,157,28.24%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2016,17000,17450,2726,2424,2222,1945,570,564,567,561,76.61%,219,570,38.42%,343,60.18%,veřejná,Pedagogická fakulta,Ostravská univerzita
2016,17000,17500,247,202,229,190,85,85,78,78,61.39%,39,100,39.00%,58,58.00%,veřejná,Fakulta umění,Ostravská univerzita
2017,17000,17110,1411,1183,1178,973,311,301,289,286,75.57%,124,400,31.00%,273,68.25%,veřejná,Lékařská fakulta,Ostravská univerzita
2017,17000,17200,513,468,490,446,151,150,149,148,68.16%,62,151,41.06%,87,57.62%,veřejná,Fakulta sociálních studií,Ostravská univerzita
2017,17000,17250,1898,1674,1581,1394,720,629,569,565,66.01%,381,588,64.80%,198,33.67%,veřejná,Filozofická fakulta,Ostravská univerzita
2017,17000,17310,1043,959,897,840,517,512,505,502,47.34%,370,517,71.57%,141,27.27%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2017,17000,17450,2469,2164,2023,1755,561,558,561,558,74.08%,234,564,41.49%,310,54.96%,veřejná,Pedagogická fakulta,Ostravská univerzita
2017,17000,17500,245,194,220,178,94,94,82,82,57.73%,32,103,31.07%,68,66.02%,veřejná,Fakulta umění,Ostravská univerzita
2018,17000,17110,1224,1055,995,842,312,299,285,284,72.99%,130,375,34.67%,231,61.60%,veřejná,Lékařská fakulta,Ostravská univerzita
2018,17000,17200,473,420,459,410,154,152,150,149,64.29%,60,151,39.74%,84,55.63%,veřejná,Fakulta sociálních studií,Ostravská univerzita
2018,17000,17250,2062,1763,1705,1459,736,641,615,609,65.12%,369,644,57.30%,233,36.18%,veřejná,Filozofická fakulta,Ostravská univerzita
2018,17000,17310,1229,1135,1064,1001,545,543,545,543,51.98%,402,565,71.15%,147,26.02%,veřejná,Přírodovědecká fakulta,Ostravská univerzita
2018,17000,17450,2495,2146,2066,1757,571,566,570,565,73.44%,241,576,41.84%,295,51.22%,veřejná,Pedagogická fakulta,Ostravská univerzita
2018,17000,17500,232,202,213,185,87,87,78,78,61.39%,29,104,27.88%,67,64.42%,veřejná,Fakulta umění,Ostravská univerzita
